# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov  7 13:44:30 2023
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
FALSE POSITIVE,FALSE POSITIVE,361.436530000,1.7600000e-02,-1.7600000e-02,0,,,9.08000,0.84600,-0.84600,1.56,6.100e-01,-2.400e-01,0.9233,,,89.95,,,268.0,,,301.600000,44.800000,-44.800000,6028.00,168.00,-153.00,0.9380,0.3660,-0.1440,0.8020,0.1080,-0.0440
FALSE POSITIVE,FALSE POSITIVE,0.896282530,3.5700000e-06,-3.5700000e-06,0,,,1.39700,0.11000,-0.11000,0.76,1.900e-01,-7.000e-02,0.0176,,,87.94,,,1670.0,,,4.903000,0.965000,-0.965000,5561.00,194.00,-194.00,0.8180,0.2140,-0.0670,0.9150,0.0910,-0.1120
FALSE POSITIVE,FALSE POSITIVE,1.674956220,1.7190000e-05,-1.7190000e-05,0,,,2.99400,0.26800,-0.26800,0.77,1.700e-01,-1.200e-01,0.0289,,,84.27,,,1843.0,,,4.000000,0.514000,-0.514000,6323.00,158.00,-205.00,1.2630,0.2840,-0.1900,1.1500,0.1520,-0.1520
CANDIDATE,CANDIDATE,54.081223500,9.4130000e-04,-9.4130000e-04,0,,,6.27900,0.37700,-0.37700,1.54,3.700e-01,-1.200e-01,0.2640,,,89.84,,,431.0,,,65.900000,15.500000,-15.500000,5757.00,155.00,-173.00,0.7620,0.1810,-0.0600,0.8650,0.0770,-0.0960
FALSE POSITIVE,FALSE POSITIVE,8.234407200,1.0250000e-04,-1.0250000e-04,0,,,2.80800,0.31100,-0.31100,1.49,2.500e-01,-3.700e-01,0.0803,,,86.53,,,1263.0,,,13.420000,6.600000,-6.600000,6148.00,82.00,-82.00,1.7410,0.2890,-0.4340,1.0160,0.0870,-0.1060
FALSE POSITIVE,FALSE POSITIVE,2.150523320,2.1520000e-05,-2.1520000e-05,0,,,3.44700,0.30400,-0.30400,1.17,0.000e+00,0.000e+00,0.0327,,,89.38,,,1410.0,,,4.851000,0.384000,-0.384000,5780.00,,,1.0000,,,1.0000,,
FALSE POSITIVE,FALSE POSITIVE,32.612238100,2.2910000e-04,-2.2910000e-04,0,,,2.88600,0.19700,-0.19700,31.96,0.000e+00,0.000e+00,0.2002,,,87.41,,,570.0,,,27.700000,13.900000,-13.900000,5780.00,,,1.0000,,,1.0000,,
FALSE POSITIVE,FALSE POSITIVE,0.967073359,8.2200000e-07,-8.2200000e-07,0,,,2.48750,0.05030,-0.05030,28.15,7.880e+00,-3.630e+00,0.0189,,,34.18,,,1867.0,,,1.477000,0.700000,-0.700000,5755.00,156.00,-190.00,1.0220,0.2860,-0.1320,0.9600,0.1250,-0.1020
FALSE POSITIVE,FALSE POSITIVE,3.556427900,1.0010000e-04,-1.0010000e-04,0,,,6.99800,0.91700,-0.91700,0.80,1.200e-01,-6.000e-02,0.0417,,,84.47,,,972.0,,,3.725000,0.768000,-0.768000,5404.00,178.00,-146.00,0.6940,0.1090,-0.0470,0.7890,0.0750,-0.0900
FALSE POSITIVE,FALSE POSITIVE,0.942997994,1.7690000e-06,-1.7690000e-06,0,,,1.16580,0.05420,-0.05420,1.56,8.000e-02,-1.400e-01,0.0166,,,88.60,,,1283.0,,,6.265000,0.327000,-0.327000,4499.00,121.00,-134.00,0.6930,0.0380,-0.0600,0.6810,0.0660,-0.0540
FALSE POSITIVE,FALSE POSITIVE,0.566796775,3.4200000e-06,-3.4200000e-06,0,,,5.47100,0.25100,-0.25100,0.61,5.000e-02,-6.000e-02,0.0096,,,14.79,,,931.0,,,1.008000,0.167000,-0.167000,3453.00,44.00,-44.00,0.3580,0.0310,-0.0340,0.3640,0.0380,-0.0420
CONFIRMED,CANDIDATE,13.647121100,1.8430000e-04,-1.8430000e-04,0,,,8.33100,0.34500,-0.34500,1.25,3.600e-01,-4.400e-01,0.1075,,,86.47,,,913.0,,,10.010000,5.000000,-5.000000,5771.00,155.00,-155.00,1.3820,0.3960,-0.4840,0.8900,0.1200,-0.0900
CONFIRMED,CANDIDATE,16.473474000,1.5790000e-04,-1.5790000e-04,0,,,4.20100,0.30400,-0.30400,1.63,2.200e-01,-2.000e-01,0.1126,,,89.97,,,612.0,,,30.550000,3.700000,-3.700000,5364.00,194.00,-162.00,0.7540,0.1020,-0.0920,0.7020,0.1010,-0.0400
FALSE POSITIVE,FALSE POSITIVE,3.747883220,3.5920000e-05,-3.5920000e-05,0,,,3.45000,0.23000,-0.23000,1.32,2.600e-01,-1.100e-01,0.0460,,,85.63,,,1031.0,,,7.150000,2.700000,-2.700000,5514.00,166.00,-166.00,0.8260,0.1640,-0.0700,0.9260,0.0740,-0.1110
FALSE POSITIVE,FALSE POSITIVE,0.705455349,4.0780000e-06,-4.0780000e-06,0,,,2.46900,0.14800,-0.14800,0.64,1.100e-01,-4.000e-02,0.0145,,,77.67,,,1693.0,,,2.092000,0.727000,-0.727000,5383.00,159.00,-143.00,0.7360,0.1220,-0.0570,0.8240,0.0780,-0.0960
FALSE POSITIVE,FALSE POSITIVE,488.673530000,5.8790000e-02,-5.8790000e-02,0,,,12.35000,2.50000,-2.50000,2.03,3.200e-01,-1.400e-01,1.1542,,,89.91,,,188.0,,,280.800000,74.400000,-74.400000,5218.00,184.00,-166.00,0.7720,0.1220,-0.0560,0.8670,0.0700,-0.0930
CANDIDATE,CANDIDATE,8.529122300,8.3430000e-05,-8.3430000e-05,0,,,3.24100,0.27100,-0.27100,2.08,3.200e-01,-3.200e-01,0.0800,,,87.89,,,911.0,,,16.440000,7.500000,-7.500000,5543.00,74.00,-74.00,1.1110,0.1700,-0.1700,0.9370,0.0620,-0.0430
FALSE POSITIVE,FALSE POSITIVE,1.089060570,1.2500000e-05,-1.2500000e-05,0,,,2.74300,0.30300,-0.30300,0.75,9.000e-02,-8.000e-02,0.0194,,,84.43,,,1511.0,,,2.990000,1.400000,-1.400000,5087.00,167.00,-152.00,0.8810,0.1040,-0.1040,0.8220,0.0770,-0.0580
FALSE POSITIVE,FALSE POSITIVE,1.489221870,1.7990000e-05,-1.7990000e-05,0,,,1.88200,0.17200,-0.17200,2.50,0.000e+00,0.000e+00,0.0256,,,86.08,,,1594.0,,,5.750000,1.800000,-1.800000,5780.00,,,1.0000,,,1.0000,,
FALSE POSITIVE,FALSE POSITIVE,0.716709761,1.1120000e-06,-1.1120000e-06,0,,,0.69690,0.06020,-0.06020,1.42,2.800e-01,-3.100e-01,0.0149,,,60.71,,,2394.0,,,2.020000,1.000000,-1.000000,6109.00,164.00,-164.00,1.1730,0.2340,-0.2590,0.8500,0.1180,-0.0590
FALSE POSITIVE,FALSE POSITIVE,4.108381200,6.5590000e-05,-6.5590000e-05,0,,,3.27900,0.22800,-0.22800,1.62,4.600e-01,-1.500e-01,0.0497,,,89.12,,,1058.0,,,9.650000,2.200000,-2.200000,5730.00,182.00,-202.00,0.8700,0.2440,-0.0810,0.9680,0.1020,-0.1140
CONFIRMED,CANDIDATE,1.962282625,9.8450000e-06,-9.8450000e-06,0,,,1.45000,0.12800,-0.12800,0.81,2.200e-01,-1.200e-01,0.0298,,,89.06,,,1448.0,,,10.290000,1.200000,-1.200000,5726.00,170.00,-170.00,0.9790,0.2700,-0.1460,0.9150,0.1160,-0.0850
FALSE POSITIVE,FALSE POSITIVE,0.523629052,1.4780000e-06,-1.4780000e-06,0,,,3.44300,0.12500,-0.12500,46.33,1.191e+01,-1.130e+01,0.0154,,,88.24,,,9801.0,,,1.331000,0.136000,-0.136000,4136.00,89.00,-117.00,44.4480,11.4190,-10.8390,1.7770,1.1220,-0.7620
CANDIDATE,CANDIDATE,6.454684500,1.0220000e-04,-1.0220000e-04,0,,,3.07100,0.35200,-0.35200,1.38,4.400e-01,-2.600e-01,0.0718,,,81.61,,,1244.0,,,6.370000,3.100000,-3.100000,6474.00,162.00,-194.00,1.3620,0.4280,-0.2630,1.1850,0.1920,-0.1570
FALSE POSITIVE,FALSE POSITIVE,1.045886350,1.1770000e-05,-1.1770000e-05,0,,,2.83300,0.63700,-0.63700,1.10,3.600e-01,-1.200e-01,0.0210,,,85.90,,,1972.0,,,2.854000,0.715000,-0.715000,6249.00,196.00,-239.00,1.0760,0.3530,-0.1180,1.1300,0.1570,-0.1570
FALSE POSITIVE,FALSE POSITIVE,51.313460910,,,,,,3.94000,,,,,,,,,,,,,,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,0.494247662,1.7440000e-06,-1.7440000e-06,0,,,1.24430,0.08470,-0.08470,1.51,3.900e-01,-1.400e-01,0.0127,,,82.87,,,2257.0,,,2.940000,1.300000,-1.300000,5763.00,180.00,-200.00,0.9980,0.2600,-0.0930,1.1070,0.0970,-0.1460
CANDIDATE,CANDIDATE,11.829938300,2.0730000e-04,-2.0730000e-04,0,,,5.16800,0.42800,-0.42800,1.60,3.100e-01,-6.000e-01,0.1128,,,88.12,,,1177.0,,,15.260000,4.900000,-4.900000,5747.00,77.00,-77.00,2.4310,0.4850,-0.9010,1.3650,0.0880,-0.2640
FALSE POSITIVE,FALSE POSITIVE,419.928980000,2.9340000e-02,-2.9340000e-02,0,,,14.55000,1.60000,-1.60000,1.51,5.600e-01,-1.800e-01,1.0835,,,89.95,,,255.0,,,223.400000,60.000000,-60.000000,6047.00,162.00,-185.00,0.9880,0.3660,-0.1170,0.9620,0.1250,-0.1120
FALSE POSITIVE,FALSE POSITIVE,1.235214580,1.9360000e-05,-1.9360000e-05,0,,,0.91800,0.94000,-0.94000,0.93,2.500e-01,-9.000e-02,0.0229,,,87.17,,,1713.0,,,9.270000,3.200000,-3.200000,5999.00,180.00,-198.00,0.9590,0.2550,-0.1020,1.0450,0.1290,-0.1290
FALSE POSITIVE,FALSE POSITIVE,1.085229874,6.3900000e-06,-6.3900000e-06,0,,,0.65200,0.22400,-0.22400,1.37,3.700e-01,-1.300e-01,0.0203,,,87.84,,,1632.0,,,11.650000,5.800000,-5.800000,5713.00,169.00,-186.00,0.8510,0.2330,-0.0780,0.9480,0.1040,-0.1150
FALSE POSITIVE,FALSE POSITIVE,1.540379557,9.0280000e-06,-9.0280000e-06,0,,,2.02600,0.15700,-0.15700,0.81,2.000e-01,-1.300e-01,0.0240,,,86.62,,,1581.0,,,5.570000,2.500000,-2.500000,5812.00,157.00,-157.00,0.9140,0.2260,-0.1510,0.7810,0.1080,-0.0460
CANDIDATE,CANDIDATE,5.301797860,4.2010000e-05,-4.2010000e-05,0,,,2.24000,0.15500,-0.15500,1.22,3.300e-01,-1.100e-01,0.0587,,,88.81,,,973.0,,,17.160000,5.000000,-5.000000,5749.00,153.00,-170.00,0.8640,0.2340,-0.0780,0.9610,0.0950,-0.1160
CONFIRMED,CANDIDATE,3.600117120,1.6240000e-05,-1.6240000e-05,0,,,2.39600,0.11200,-0.11200,0.50,4.000e-02,-2.000e-02,0.0407,,,89.88,,,938.0,,,11.560000,1.400000,-1.400000,5051.00,177.00,-141.00,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260
CONFIRMED,CANDIDATE,9.328679520,3.8120000e-05,-3.8120000e-05,0,,,1.57200,0.09390,-0.09390,1.62,4.400e-01,-1.500e-01,0.0856,,,89.96,,,806.0,,,46.090000,5.700000,-5.700000,5749.00,153.00,-170.00,0.8640,0.2340,-0.0780,0.9610,0.0950,-0.1160
CONFIRMED,CANDIDATE,6.386712060,2.7620000e-05,-2.7620000e-05,0,,,1.20100,0.10900,-0.10900,1.19,1.100e-01,-1.300e-01,0.0617,,,89.98,,,811.0,,,41.200000,14.900000,-14.900000,5071.00,153.00,-138.00,0.8110,0.0800,-0.0880,0.7680,0.0950,-0.0590
FALSE POSITIVE,FALSE POSITIVE,158.348345000,3.1880000e-03,-3.1880000e-03,0,,,10.55000,0.64500,-0.64500,372.86,1.026e+02,-4.412e+01,0.6312,,,85.36,,,409.0,,,45.200000,21.300000,-21.300000,6521.00,155.00,-232.00,1.2760,0.3510,-0.1510,1.3340,0.1380,-0.2070
CANDIDATE,CANDIDATE,0.849362238,4.8030000e-06,-4.8030000e-06,0,,,1.36000,0.11500,-0.11500,0.85,8.000e-02,-6.000e-02,0.0169,,,84.05,,,1498.0,,,4.360000,1.700000,-1.700000,4973.00,179.00,-179.00,0.7880,0.0800,-0.0530,0.8910,0.0370,-0.0860
CANDIDATE,CANDIDATE,0.741768294,1.1850000e-06,-1.1850000e-06,0,,,0.41640,0.09030,-0.09030,72.36,1.660e+01,-3.084e+01,0.0186,,,60.20,,,3380.0,,,2.420000,1.200000,-1.200000,5897.00,88.00,-79.00,3.1470,0.7220,-1.3410,1.5660,0.1320,-0.3950
FALSE POSITIVE,FALSE POSITIVE,0.933769620,7.8560000e-06,-7.8560000e-06,0,,,7.02300,0.53000,-0.53000,16.30,5.080e+00,-2.030e+00,0.0185,,,9.31,,,1937.0,,,1.158000,0.329000,-0.329000,6056.00,181.00,-199.00,0.9750,0.3040,-0.1210,0.9730,0.1430,-0.1170
FALSE POSITIVE,FALSE POSITIVE,322.483810000,1.2600000e-02,-1.2600000e-02,0,,,22.99000,1.70000,-1.70000,3.50,1.070e+00,-3.600e-01,0.9110,,,88.86,,,259.0,,,47.300000,23.300000,-23.300000,5968.00,161.00,-179.00,0.8810,0.2710,-0.0900,0.9700,0.1180,-0.1300
CANDIDATE,CANDIDATE,61.083322000,1.9180000e-03,-1.9180000e-03,0,,,10.39600,0.88200,-0.88200,1.61,2.600e-01,-1.100e-01,0.3082,,,88.94,,,465.0,,,35.000000,16.200000,-16.200000,5803.00,78.00,-78.00,1.0150,0.1630,-0.0650,1.0440,0.0560,-0.0690
CANDIDATE,CANDIDATE,3.594489100,3.3530000e-05,-3.3530000e-05,0,,,2.55700,0.26900,-0.26900,0.98,1.400e-01,-1.200e-01,0.0447,,,89.79,,,1178.0,,,10.840000,2.000000,-2.000000,5523.00,74.00,-74.00,1.0460,0.1540,-0.1260,0.9220,0.0620,-0.0430
FALSE POSITIVE,FALSE POSITIVE,0.739404894,2.5670000e-06,-2.5670000e-06,0,,,1.75300,0.11000,-0.11000,0.94,6.000e-02,-9.000e-02,0.0136,,,88.67,,,1256.0,,,3.310000,1.400000,-1.400000,4205.00,126.00,-126.00,0.6240,0.0400,-0.0600,0.6140,0.0610,-0.0550
CANDIDATE,CANDIDATE,4.860805900,5.8640000e-05,-5.8640000e-05,0,,,1.96600,0.28700,-0.28700,1.21,2.700e-01,-9.000e-02,0.0529,,,88.80,,,925.0,,,17.830000,8.600000,-8.600000,5541.00,198.00,-198.00,0.7570,0.1690,-0.0560,0.8390,0.0890,-0.0890
CANDIDATE,CANDIDATE,4.044811590,4.0260000e-05,-4.0260000e-05,0,,,2.47900,0.29000,-0.29000,0.67,2.100e-01,-9.000e-02,0.0511,,,88.05,,,1325.0,,,11.560000,5.200000,-5.200000,6358.00,160.00,-208.00,1.1410,0.3630,-0.1560,1.0820,0.1800,-0.1200
FALSE POSITIVE,FALSE POSITIVE,25.949641315,,,0,,,11.64110,,,2.06,1.150e+00,-1.150e+00,0.1720,,,81.14,,,753.0,,,6.132818,,,5109.00,169.00,-138.00,1.9220,1.0740,-1.0740,1.0060,0.2110,-0.1900
FALSE POSITIVE,FALSE POSITIVE,1.710512150,8.4010000e-06,-8.4010000e-06,0,,,1.28400,0.13200,-0.13200,1.04,3.100e-01,-4.600e-01,0.0270,,,89.68,,,2004.0,,,10.240000,2.700000,-2.700000,5925.00,195.00,-177.00,1.5890,0.4720,-0.7080,0.8980,0.1160,-0.1050
CONFIRMED,CANDIDATE,62.869463000,1.0240000e-03,-1.0240000e-03,0,,,6.84200,0.29900,-0.29900,1.96,6.000e-02,-1.200e-01,0.2829,,,87.89,,,349.0,,,25.900000,12.800000,-12.800000,4762.00,85.00,-76.00,0.7810,0.0260,-0.0450,0.7620,0.0420,-0.0270
FALSE POSITIVE,FALSE POSITIVE,84.806281800,1.9080000e-04,-1.9080000e-04,0,,,9.00060,0.09210,-0.09210,36.51,1.010e+01,-3.380e+00,0.3635,,,88.26,,,388.0,,,41.800000,20.800000,-20.800000,5735.00,155.00,-155.00,0.8530,0.2360,-0.0790,0.8890,0.1000,-0.0900
CONFIRMED,CANDIDATE,29.963281600,1.9980000e-04,-1.9980000e-04,0,,,2.60000,0.12800,-0.12800,2.24,1.800e-01,-2.000e-01,0.1614,,,89.04,,,391.0,,,51.000000,25.500000,-25.500000,4463.00,159.00,-159.00,0.6380,0.0510,-0.0570,0.6240,0.0700,-0.0510
FALSE POSITIVE,FALSE POSITIVE,17.996437160,1.7470000e-05,-1.7470000e-05,0,,,4.16400,0.03460,-0.03460,30.08,1.940e+00,-2.800e+00,0.1167,,,87.74,,,468.0,,,28.420000,3.300000,-3.300000,4438.00,156.00,-172.00,0.6660,0.0430,-0.0620,0.6530,0.0670,-0.0540
CONFIRMED,CANDIDATE,11.634860090,8.8750000e-05,-8.8750000e-05,0,,,5.46600,0.16900,-0.16900,2.61,4.000e-01,-6.600e-01,0.1011,,,89.82,,,961.0,,,16.500000,1.700000,-1.700000,5570.00,83.00,-72.00,1.5480,0.2410,-0.3910,1.0190,0.0840,-0.0840
CANDIDATE,CANDIDATE,4.830236400,1.2950000e-04,-1.2950000e-04,0,,,7.98300,0.52400,-0.52400,1.06,3.700e-01,-1.300e-01,0.0536,,,85.93,,,1453.0,,,4.450000,1.100000,-1.100000,5086.00,129.00,-103.00,2.2470,0.8060,-0.2690,0.8770,0.2580,-0.0300
CANDIDATE,CANDIDATE,56.446465000,1.2050000e-03,-1.2050000e-03,0,,,7.37100,0.39500,-0.39500,1.57,4.600e-01,-2.800e-01,0.2871,,,88.33,,,522.0,,,29.900000,14.800000,-14.800000,5995.00,161.00,-179.00,1.1170,0.3270,-0.2010,0.9880,0.1450,-0.1180
CANDIDATE,CANDIDATE,31.420211100,4.2580000e-04,-4.2580000e-04,0,,,4.02100,0.27100,-0.27100,1.45,2.100e-01,-1.200e-01,0.1824,,,89.93,,,471.0,,,60.600000,13.300000,-13.300000,5269.00,158.00,-158.00,0.7480,0.1120,-0.0600,0.8220,0.0780,-0.0860
CONFIRMED,CANDIDATE,10.811831700,1.2880000e-04,-1.2880000e-04,0,,,2.62700,0.26200,-0.26200,1.24,2.100e-01,-1.200e-01,0.0994,,,86.49,,,922.0,,,14.630000,7.000000,-7.000000,6025.00,78.00,-90.00,1.1960,0.2060,-0.1200,1.1190,0.0780,-0.0780
CANDIDATE,CANDIDATE,5.566766090,3.0350000e-05,-3.0350000e-05,0,,,1.81200,0.14500,-0.14500,1.12,6.000e-02,-9.000e-02,0.0574,,,88.98,,,859.0,,,21.910000,8.300000,-8.300000,5032.00,80.00,-80.00,0.8590,0.0410,-0.0710,0.8100,0.0480,-0.0320
FALSE POSITIVE,FALSE POSITIVE,1.208528832,5.8760000e-06,-5.8760000e-06,0,,,1.33600,0.14400,-0.14400,1.25,3.900e-01,-1.300e-01,0.0223,,,89.68,,,1725.0,,,7.020000,2.200000,-2.200000,6072.00,211.00,-232.00,0.9230,0.2900,-0.0970,1.0050,0.1300,-0.1300
FALSE POSITIVE,FALSE POSITIVE,208.187117850,,,0,,,2.54040,,,1.99,0.000e+00,0.000e+00,0.6889,,,89.97,,,307.0,,,605.052835,,,5780.00,,,1.0000,,,1.0000,,
FALSE POSITIVE,FALSE POSITIVE,0.931985040,1.2300000e-06,-1.2300000e-06,0,,,2.04720,0.07340,-0.07340,17.72,2.630e+00,-2.390e+00,0.0167,,,31.88,,,1647.0,,,1.402000,0.677000,-0.677000,5470.00,163.00,-163.00,0.7770,0.1150,-0.1050,0.7100,0.1030,-0.0370
FALSE POSITIVE,FALSE POSITIVE,0.608185080,1.1560000e-06,-1.1560000e-06,0,,,0.90900,0.11400,-0.11400,96.03,2.688e+01,-1.565e+01,0.0137,,,26.59,,,2298.0,,,2.050000,1.000000,-1.000000,5981.00,161.00,-197.00,1.0430,0.2920,-0.1700,0.9330,0.1290,-0.1060
CANDIDATE,CANDIDATE,5.386137150,4.8890000e-05,-4.8890000e-05,0,,,1.94300,0.20700,-0.20700,0.86,1.200e-01,-6.000e-02,0.0542,,,89.46,,,846.0,,,21.020000,8.000000,-8.000000,5516.00,166.00,-166.00,0.6560,0.0950,-0.0410,0.7400,0.0580,-0.0650
CANDIDATE,CANDIDATE,13.296504400,4.0730000e-04,-4.0730000e-04,0,,,5.68000,1.20000,-1.20000,0.88,7.000e-02,-8.000e-02,0.0948,,,83.76,,,488.0,,,8.300000,4.100000,-4.100000,4352.00,116.00,-129.00,0.6130,0.0550,-0.0500,0.6400,0.0550,-0.0610
CANDIDATE,CANDIDATE,21.842030400,2.6610000e-04,-2.6610000e-04,0,,,3.84300,0.23300,-0.23300,2.01,4.400e-01,-1.090e+00,0.1622,,,89.72,,,1016.0,,,42.840000,9.300000,-9.300000,6194.00,191.00,-210.00,2.2410,0.4870,-1.2170,1.1890,0.1840,-0.2760
FALSE POSITIVE,FALSE POSITIVE,1.653201440,1.6030000e-05,-1.6030000e-05,0,,,1.52500,0.53600,-0.53600,0.74,6.000e-02,-7.000e-02,0.0237,,,88.98,,,1059.0,,,8.300000,4.000000,-4.000000,4544.00,123.00,-136.00,0.6610,0.0520,-0.0580,0.6470,0.0710,-0.0510
FALSE POSITIVE,FALSE POSITIVE,3.374875410,4.0660000e-05,-4.0660000e-05,0,,,3.08500,0.33500,-0.33500,0.75,2.400e-01,-8.000e-02,0.0451,,,87.14,,,1287.0,,,7.790000,2.400000,-2.400000,6181.00,171.00,-214.00,1.0060,0.3240,-0.1080,1.0740,0.1390,-0.1530
FALSE POSITIVE,FALSE POSITIVE,0.962825082,3.2490000e-06,-3.2490000e-06,0,,,2.84640,0.09860,-0.09860,5.18,1.060e+00,-1.590e+00,0.0216,,,88.11,,,3265.0,,,2.667000,0.169000,-0.169000,4898.00,97.00,-122.00,4.9280,1.0110,-1.5160,1.4430,0.2120,-0.3930
FALSE POSITIVE,FALSE POSITIVE,309.494217000,8.2360000e-03,-8.2360000e-03,0,,,13.71600,0.49500,-0.49500,2.79,1.250e+00,-7.200e-01,0.9402,,,89.95,,,399.0,,,174.860000,4.800000,-4.800000,6908.00,173.00,-234.00,1.6140,0.7210,-0.4190,1.1550,0.2690,-0.1370
CANDIDATE,CANDIDATE,0.876850385,7.7180000e-06,-7.7180000e-06,0,,,1.53400,0.22500,-0.22500,1.35,2.300e-01,-3.100e-01,0.0197,,,89.36,,,2543.0,,,4.430000,1.200000,-1.200000,6102.00,79.00,-85.00,1.7560,0.2950,-0.4060,1.3200,0.1160,-0.1740
FALSE POSITIVE,FALSE POSITIVE,24.238251900,2.9170000e-04,-2.9170000e-04,0,,,2.70300,0.24000,-0.24000,2.19,6.600e-01,-1.800e-01,0.1642,,,88.88,,,597.0,,,41.900000,19.300000,-19.300000,5763.00,182.00,-202.00,0.9040,0.2730,-0.0730,1.0020,0.1140,-0.1250
FALSE POSITIVE,FALSE POSITIVE,24.241610300,5.5310000e-04,-5.5310000e-04,0,,,5.13700,0.97500,-0.97500,1.61,4.900e-01,-1.300e-01,0.1642,,,89.89,,,596.0,,,36.560000,3.900000,-3.900000,5763.00,182.00,-202.00,0.9040,0.2730,-0.0730,1.0020,0.1140,-0.1250
CANDIDATE,CANDIDATE,413.518560000,1.9040000e-02,-1.9040000e-02,0,,,10.39500,1.00000,-1.00000,1.96,6.100e-01,-2.200e-01,1.0911,,,90.00,,,254.0,,,309.300000,57.800000,-57.800000,6031.00,180.00,-198.00,0.9920,0.3110,-0.1110,1.0120,0.1440,-0.1310
CANDIDATE,CANDIDATE,20.710636800,2.1870000e-04,-2.1870000e-04,0,,,2.69300,0.27000,-0.27000,1.12,3.000e-01,-1.300e-01,0.1421,,,89.27,,,626.0,,,47.700000,23.300000,-23.300000,5631.00,169.00,-152.00,0.9010,0.2420,-0.1040,0.8900,0.1040,-0.0830
FALSE POSITIVE,FALSE POSITIVE,69.378859700,6.6380000e-04,-6.6380000e-04,0,,,3.80700,0.23200,-0.23200,2.07,6.000e-01,-2.000e-01,0.3241,,,89.74,,,421.0,,,120.800000,58.400000,-58.400000,5806.00,156.00,-174.00,0.8740,0.2520,-0.0840,0.9430,0.1100,-0.1100
CONFIRMED,CANDIDATE,29.349385200,1.7550000e-04,-1.7550000e-04,0,,,4.31300,0.15600,-0.15600,2.02,2.200e-01,-1.600e-01,0.1715,,,88.82,,,451.0,,,36.400000,14.600000,-14.600000,4987.00,151.00,-136.00,0.7220,0.0790,-0.0580,0.7840,0.0640,-0.0850
CANDIDATE,CANDIDATE,3.436331330,8.7240000e-06,-8.7240000e-06,0,,,0.67500,0.11100,-0.11100,1.44,1.200e-01,-1.300e-01,0.0384,,,89.83,,,945.0,,,39.400000,19.300000,-19.300000,5201.00,156.00,-156.00,0.6510,0.0570,-0.0570,0.6380,0.0660,-0.0280
